date,cash_$,invested_$,equity_$,open_positions,deposited_$
2021-11-26,767.54,2331.84,3099.38,4,2600.0
2021-11-27,767.54,2331.84,3099.38,4,2600.0
2021-11-28,767.54,2331.84,3099.38,4,2600.0
2021-11-29,0.0,3099.38,3099.38,6,2600.0
2021-11-30,0.0,3099.38,3099.38,6,2600.0
2021-12-01,200.0,3099.38,3299.38,6,2800.0
2021-12-02,200.0,3099.38,3299.38,6,2800.0
2021-12-03,200.0,3099.38,3299.38,6,2800.0
2021-12-04,200.0,3099.38,3299.38,6,2800.0
2021-12-05,200.0,3099.38,3299.38,6,2800.0
2021-12-06,200.0,3099.38,3299.38,6,2800.0
2021-12-07,713.41,2632.65,3346.05,5,2800.0
2021-12-08,713.41,2632.65,3346.05,5,2800.0
2021-12-09,713.41,2632.65,3346.05,5,2800.0
2021-12-10,713.41,2632.65,3346.05,5,2800.0
2021-12-11,713.41,2632.65,3346.05,5,2800.0
2021-12-12,713.41,2632.65,3346.05,5,2800.0
2021-12-13,713.41,2632.65,3346.05,5,2800.0
2021-12-14,713.41,2632.65,3346.05,5,2800.0
2021-12-15,713.41,2632.65,3346.05,5,2800.0
2021-12-16,713.41,2632.65,3346.05,5,2800.0
2021-12-17,713.41,2632.65,3346.05,5,2800.0
2021-12-18,713.41,2632.65,3346.05,5,2800.0
2021-12-19,713.41,2632.65,3346.05,5,2800.0
2021-12-20,713.41,2632.65,3346.05,5,2800.0
2021-12-21,211.5,3134.55,3346.05,6,2800.0
2021-12-22,84.35,3311.89,3396.24,6,2800.0
2021-12-23,704.61,2741.61,3446.22,5,2800.0
2021-12-24,704.61,2741.61,3446.22,5,2800.0
2021-12-25,704.61,2741.61,3446.22,5,2800.0
2021-12-26,704.61,2741.61,3446.22,5,2800.0
2021-12-27,1111.91,2276.7,3388.62,4,2800.0
2021-12-28,1859.09,1597.46,3456.54,3,2800.0
2021-12-29,1635.16,1811.88,3447.04,3,2800.0
2021-12-30,1635.16,1811.88,3447.04,3,2800.0
2021-12-31,1635.16,1811.88,3447.04,3,2800.0
2022-01-01,1835.16,1811.88,3647.04,3,3000.0
2022-01-02,1835.16,1811.88,3647.04,3,3000.0
2022-01-03,1835.16,1811.88,3647.04,3,3000.0
2022-01-04,1835.16,1811.88,3647.04,3,3000.0
2022-01-05,1835.16,1811.88,3647.04,3,3000.0
2022-01-06,1835.16,1811.88,3647.04,3,3000.0
2022-01-07,1835.16,1811.88,3647.04,3,3000.0
2022-01-08,1835.16,1811.88,3647.04,3,3000.0
2022-01-09,1835.16,1811.88,3647.04,3,3000.0
2022-01-10,1835.16,1811.88,3647.04,3,3000.0
2022-01-11,1835.16,1811.88,3647.04,3,3000.0
2022-01-12,1835.16,1811.88,3647.04,3,3000.0
2022-01-13,1835.16,1811.88,3647.04,3,3000.0
2022-01-14,1835.16,1811.88,3647.04,3,3000.0
2022-01-15,1835.16,1811.88,3647.04,3,3000.0
2022-01-16,1835.16,1811.88,3647.04,3,3000.0
2022-01-17,1835.16,1811.88,3647.04,3,3000.0
2022-01-18,1835.16,1811.88,3647.04,3,3000.0
2022-01-19,1835.16,1811.88,3647.04,3,3000.0
2022-01-20,1835.16,1811.88,3647.04,3,3000.0
2022-01-21,1835.16,1811.88,3647.04,3,3000.0
2022-01-22,1835.16,1811.88,3647.04,3,3000.0
2022-01-23,1835.16,1811.88,3647.04,3,3000.0
2022-01-24,2373.29,1294.94,3668.23,2,3000.0
2022-01-25,2373.29,1294.94,3668.23,2,3000.0
2022-01-26,1823.05,1845.18,3668.23,3,3000.0
2022-01-27,1089.41,2578.82,3668.23,4,3000.0
2022-01-28,1010.3,2603.9,3614.2,4,3000.0
2022-01-29,1010.3,2603.9,3614.2,4,3000.0
2022-01-30,1010.3,2603.9,3614.2,4,3000.0
2022-01-31,1045.92,2384.87,3430.79,4,3000.0
2022-02-01,1812.0,1870.25,3682.25,3,3200.0
2022-02-02,1812.0,1870.25,3682.25,3,3200.0
2022-02-03,1812.0,1870.25,3682.25,3,3200.0
2022-02-04,1812.0,1870.25,3682.25,3,3200.0
2022-02-05,1812.0,1870.25,3682.25,3,3200.0
2022-02-06,1812.0,1870.25,3682.25,3,3200.0
2022-02-07,1812.0,1870.25,3682.25,3,3200.0
2022-02-08,1812.0,1870.25,3682.25,3,3200.0
2022-02-09,2417.26,1320.02,3737.27,2,3200.0
2022-02-10,2417.26,1320.02,3737.27,2,3200.0
2022-02-11,2417.26,1320.02,3737.27,2,3200.0
2022-02-12,2417.26,1320.02,3737.27,2,3200.0
2022-02-13,2417.26,1320.02,3737.27,2,3200.0
2022-02-14,2417.26,1320.02,3737.27,2,3200.0
2022-02-15,2417.26,1320.02,3737.27,2,3200.0
2022-02-16,2417.26,1320.02,3737.27,2,3200.0
2022-02-17,2417.26,1320.02,3737.27,2,3200.0
2022-02-18,2417.26,1320.02,3737.27,2,3200.0
2022-02-19,2417.26,1320.02,3737.27,2,3200.0
2022-02-20,2417.26,1320.02,3737.27,2,3200.0
2022-02-21,2417.26,1320.02,3737.27,2,3200.0
2022-02-22,2417.26,1320.02,3737.27,2,3200.0
2022-02-23,2417.26,1320.02,3737.27,2,3200.0
2022-02-24,361.76,3375.52,3737.27,5,3200.0
2022-02-25,0.0,3835.34,3835.34,7,3200.0
2022-02-26,0.0,3835.34,3835.34,7,3200.0
2022-02-27,0.0,3835.34,3835.34,7,3200.0
2022-02-28,0.0,3849.98,3849.98,7,3200.0
2022-03-01,200.0,3849.98,4049.98,7,3400.0
2022-03-02,832.83,3274.68,4107.51,6,3400.0
2022-03-03,832.83,3274.68,4107.51,6,3400.0
2022-03-04,1445.28,2717.91,4163.18,5,3400.0
2022-03-05,1445.28,2717.91,4163.18,5,3400.0
2022-03-06,1445.28,2717.91,4163.18,5,3400.0
2022-03-07,1445.28,2717.91,4163.18,5,3400.0
2022-03-08,1445.28,2717.91,4163.18,5,3400.0
2022-03-09,1445.28,2717.91,4163.18,5,3400.0
2022-03-10,1445.28,2717.91,4163.18,5,3400.0
2022-03-11,2273.23,1970.45,4243.69,4,3400.0
2022-03-12,2273.23,1970.45,4243.69,4,3400.0
2022-03-13,2273.23,1970.45,4243.69,4,3400.0
2022-03-14,2273.23,1970.45,4243.69,4,3400.0
2022-03-15,2273.23,1970.45,4243.69,4,3400.0
2022-03-16,2273.23,1970.45,4243.69,4,3400.0
2022-03-17,2273.23,1970.45,4243.69,4,3400.0
2022-03-18,2273.23,1970.45,4243.69,4,3400.0
2022-03-19,2273.23,1970.45,4243.69,4,3400.0
2022-03-20,2273.23,1970.45,4243.69,4,3400.0
2022-03-21,2273.23,1970.45,4243.69,4,3400.0
2022-03-22,2273.23,1970.45,4243.69,4,3400.0
2022-03-23,2961.74,1192.57,4154.31,3,3400.0
2022-03-24,2961.74,1192.57,4154.31,3,3400.0
2022-03-25,2961.74,1192.57,4154.31,3,3400.0
2022-03-26,2961.74,1192.57,4154.31,3,3400.0
2022-03-27,2961.74,1192.57,4154.31,3,3400.0
2022-03-28,4182.82,0.0,4182.82,0,3400.0
2022-03-29,3555.39,627.42,4182.82,1,3400.0
2022-03-30,2927.97,1254.84,4182.82,2,3400.0
2022-03-31,0.0,4182.82,4182.82,6,3400.0
2022-04-01,3295.28,1463.99,4759.27,3,3600.0
2022-04-02,3295.28,1463.99,4759.27,3,3600.0
2022-04-03,3295.28,1463.99,4759.27,3,3600.0
2022-04-04,3295.28,1463.99,4759.27,3,3600.0
2022-04-05,3295.28,1463.99,4759.27,3,3600.0
2022-04-06,3295.28,1463.99,4759.27,3,3600.0
2022-04-07,3295.28,1463.99,4759.27,3,3600.0
2022-04-08,3295.28,1463.99,4759.27,3,3600.0
2022-04-09,3295.28,1463.99,4759.27,3,3600.0
2022-04-10,3295.28,1463.99,4759.27,3,3600.0
2022-04-11,3295.28,1463.99,4759.27,3,3600.0
2022-04-12,3295.28,1463.99,4759.27,3,3600.0
2022-04-13,3295.28,1463.99,4759.27,3,3600.0
2022-04-14,3295.28,1463.99,4759.27,3,3600.0
2022-04-15,3295.28,1463.99,4759.27,3,3600.0
2022-04-16,3295.28,1463.99,4759.27,3,3600.0
2022-04-17,3295.28,1463.99,4759.27,3,3600.0
2022-04-18,3295.28,1463.99,4759.27,3,3600.0
2022-04-19,3295.28,1463.99,4759.27,3,3600.0
2022-04-20,3295.28,1463.99,4759.27,3,3600.0
2022-04-21,2581.39,2177.88,4759.27,4,3600.0
2022-04-22,2581.39,2177.88,4759.27,4,3600.0
2022-04-23,2581.39,2177.88,4759.27,4,3600.0
2022-04-24,2581.39,2177.88,4759.27,4,3600.0
2022-04-25,1629.54,3129.73,4759.27,5,3600.0
2022-04-26,915.65,3843.62,4759.27,6,3600.0
2022-04-27,0.0,4759.27,4759.27,8,3600.0
2022-04-28,0.0,4759.27,4759.27,8,3600.0
2022-04-29,0.0,4627.45,4627.45,8,3600.0
2022-04-30,0.0,4627.45,4627.45,8,3600.0
2022-05-01,200.0,4627.45,4827.45,8,3800.0
2022-05-02,1793.63,3076.99,4870.62,5,3800.0
2022-05-03,2338.79,2581.39,4920.18,4,3800.0
2022-05-04,2338.79,2581.39,4920.18,4,3800.0
2022-05-05,2338.79,2581.39,4920.18,4,3800.0
2022-05-06,2338.79,2581.39,4920.18,4,3800.0
2022-05-07,2338.79,2581.39,4920.18,4,3800.0
2022-05-08,2338.79,2581.39,4920.18,4,3800.0
2022-05-09,3409.63,1153.61,4563.24,2,3800.0
2022-05-10,3553.58,951.85,4505.44,1,3800.0
2022-05-11,3553.58,951.85,4505.44,1,3800.0
2022-05-12,3553.58,951.85,4505.44,1,3800.0
2022-05-13,3553.58,951.85,4505.44,1,3800.0
2022-05-14,3553.58,951.85,4505.44,1,3800.0
2022-05-15,3553.58,951.85,4505.44,1,3800.0
2022-05-16,3553.58,951.85,4505.44,1,3800.0
2022-05-17,3553.58,951.85,4505.44,1,3800.0
2022-05-18,3553.58,951.85,4505.44,1,3800.0
2022-05-19,3553.58,951.85,4505.44,1,3800.0
2022-05-20,3553.58,951.85,4505.44,1,3800.0
2022-05-21,3553.58,951.85,4505.44,1,3800.0
2022-05-22,3553.58,951.85,4505.44,1,3800.0
2022-05-23,3553.58,951.85,4505.44,1,3800.0
2022-05-24,3553.58,951.85,4505.44,1,3800.0
2022-05-25,0.0,4551.22,4551.22,5,3800.0
2022-05-26,649.57,4290.55,4940.12,5,3800.0
2022-05-27,0.0,5113.03,5113.03,6,3800.0
2022-05-28,0.0,5113.03,5113.03,6,3800.0
2022-05-29,0.0,5113.03,5113.03,6,3800.0
2022-05-30,0.0,5113.03,5113.03,6,3800.0
2022-05-31,0.0,5181.29,5181.29,6,3800.0
2022-06-01,200.0,5181.29,5381.29,6,4000.0
2022-06-02,1324.87,4158.69,5483.55,5,4000.0
2022-06-03,1324.87,4158.69,5483.55,5,4000.0
2022-06-04,1324.87,4158.69,5483.55,5,4000.0
2022-06-05,1324.87,4158.69,5483.55,5,4000.0
2022-06-06,2168.51,3391.73,5560.25,4,4000.0
2022-06-07,2168.51,3391.73,5560.25,4,4000.0
2022-06-08,2168.51,3391.73,5560.25,4,4000.0
2022-06-09,2168.51,3391.73,5560.25,4,4000.0
2022-06-10,2168.51,3391.73,5560.25,4,4000.0
2022-06-11,2168.51,3391.73,5560.25,4,4000.0
2022-06-12,2168.51,3391.73,5560.25,4,4000.0
2022-06-13,2168.51,3391.73,5560.25,4,4000.0
2022-06-14,2168.51,3391.73,5560.25,4,4000.0
2022-06-15,2168.51,3391.73,5560.25,4,4000.0
2022-06-16,2168.51,3391.73,5560.25,4,4000.0
2022-06-17,2168.51,3391.73,5560.25,4,4000.0
2022-06-18,2168.51,3391.73,5560.25,4,4000.0
2022-06-19,2168.51,3391.73,5560.25,4,4000.0
2022-06-20,2168.51,3391.73,5560.25,4,4000.0
2022-06-21,2168.51,3391.73,5560.25,4,4000.0
2022-06-22,1056.46,4503.78,5560.25,5,4000.0
2022-06-23,0.0,5560.25,5560.25,7,4000.0
2022-06-24,0.0,5643.65,5643.65,7,4000.0
2022-06-25,0.0,5643.65,5643.65,7,4000.0
2022-06-26,0.0,5643.65,5643.65,7,4000.0
2022-06-27,0.0,5513.55,5513.55,6,4000.0
2022-06-28,98.3,5526.45,5624.76,6,4000.0
2022-06-29,0.0,5624.76,5624.76,7,4000.0
2022-06-30,0.0,5596.82,5596.82,7,4000.0
2022-07-01,200.0,5596.82,5796.82,7,4200.0
2022-07-02,200.0,5596.82,5796.82,7,4200.0
2022-07-03,200.0,5596.82,5796.82,7,4200.0
2022-07-04,200.0,5596.82,5796.82,7,4200.0
2022-07-05,995.32,4873.8,5869.12,6,4200.0
2022-07-06,995.32,4873.8,5869.12,6,4200.0
2022-07-07,995.32,4873.8,5869.12,6,4200.0
2022-07-08,995.32,4873.8,5869.12,6,4200.0
2022-07-09,995.32,4873.8,5869.12,6,4200.0
2022-07-10,995.32,4873.8,5869.12,6,4200.0
2022-07-11,995.32,4873.8,5869.12,6,4200.0
2022-07-12,995.32,4873.8,5869.12,6,4200.0
2022-07-13,995.32,4873.8,5869.12,6,4200.0
2022-07-14,995.32,4873.8,5869.12,6,4200.0
2022-07-15,995.32,4873.8,5869.12,6,4200.0
2022-07-16,995.32,4873.8,5869.12,6,4200.0
2022-07-17,995.32,4873.8,5869.12,6,4200.0
2022-07-18,0.0,5869.12,5869.12,7,4200.0
2022-07-19,1009.19,4951.68,5960.87,6,4200.0
2022-07-20,2153.8,3956.36,6110.16,5,4200.0
2022-07-21,2153.8,3956.36,6110.16,5,4200.0
2022-07-22,3738.95,2577.98,6316.92,4,4200.0
2022-07-23,3738.95,2577.98,6316.92,4,4200.0
2022-07-24,3738.95,2577.98,6316.92,4,4200.0
2022-07-25,2475.56,3841.36,6316.92,5,4200.0
2022-07-26,2576.63,3866.63,6443.26,5,4200.0
2022-07-27,2576.63,3866.63,6443.26,5,4200.0
2022-07-28,2756.04,3711.86,6467.9,5,4200.0
2022-07-29,1891.34,4585.01,6476.35,5,4200.0
2022-07-30,1891.34,4585.01,6476.35,5,4200.0
2022-07-31,1891.34,4585.01,6476.35,5,4200.0
2022-08-01,2091.34,4585.01,6676.35,5,4400.0
2022-08-02,2091.34,4585.01,6676.35,5,4400.0
2022-08-03,2091.34,4585.01,6676.35,5,4400.0
2022-08-04,2091.34,4585.01,6676.35,5,4400.0
2022-08-05,2091.34,4585.01,6676.35,5,4400.0
2022-08-06,2091.34,4585.01,6676.35,5,4400.0
2022-08-07,2091.34,4585.01,6676.35,5,4400.0
2022-08-08,3649.27,3230.29,6879.56,3,4400.0
2022-08-09,3649.27,3230.29,6879.56,3,4400.0
2022-08-10,5073.75,1941.64,7015.38,2,4400.0
2022-08-11,5073.75,1941.64,7015.38,2,4400.0
2022-08-12,5073.75,1941.64,7015.38,2,4400.0
2022-08-13,5073.75,1941.64,7015.38,2,4400.0
2022-08-14,5073.75,1941.64,7015.38,2,4400.0
2022-08-15,5073.75,1941.64,7015.38,2,4400.0
2022-08-16,5073.75,1941.64,7015.38,2,4400.0
2022-08-17,5073.75,1941.64,7015.38,2,4400.0
2022-08-18,5073.75,1941.64,7015.38,2,4400.0
2022-08-19,5073.75,1941.64,7015.38,2,4400.0
2022-08-20,5073.75,1941.64,7015.38,2,4400.0
2022-08-21,5073.75,1941.64,7015.38,2,4400.0
2022-08-22,5073.75,1941.64,7015.38,2,4400.0
2022-08-23,2618.36,4397.02,7015.38,4,4400.0
2022-08-24,1566.05,5449.33,7015.38,5,4400.0
2022-08-25,1566.05,5449.33,7015.38,5,4400.0
2022-08-26,1566.05,5449.33,7015.38,5,4400.0
2022-08-27,1566.05,5449.33,7015.38,5,4400.0
2022-08-28,1566.05,5449.33,7015.38,5,4400.0
2022-08-29,1023.45,5947.54,6970.98,5,4400.0
2022-08-30,0.0,6970.98,6970.98,6,4400.0
2022-08-31,0.0,7075.55,7075.55,7,4400.0
2022-09-01,200.0,7075.55,7275.55,7,4600.0
2022-09-02,200.0,7075.55,7275.55,7,4600.0
2022-09-03,200.0,7075.55,7275.55,7,4600.0
2022-09-04,200.0,7075.55,7275.55,7,4600.0
2022-09-05,200.0,7075.55,7275.55,7,4600.0
2022-09-06,200.0,7075.55,7275.55,7,4600.0
2022-09-07,200.0,7075.55,7275.55,7,4600.0
2022-09-08,200.0,7075.55,7275.55,7,4600.0
2022-09-09,200.0,7075.55,7275.55,7,4600.0
2022-09-10,200.0,7075.55,7275.55,7,4600.0
2022-09-11,200.0,7075.55,7275.55,7,4600.0
2022-09-12,1465.23,5925.33,7390.57,5,4600.0
2022-09-13,1465.23,5925.33,7390.57,5,4600.0
2022-09-14,1465.23,5925.33,7390.57,5,4600.0
2022-09-15,1465.23,5925.33,7390.57,5,4600.0
2022-09-16,1465.23,5925.33,7390.57,5,4600.0
2022-09-17,1465.23,5925.33,7390.57,5,4600.0
2022-09-18,1465.23,5925.33,7390.57,5,4600.0
2022-09-19,1465.23,5925.33,7390.57,5,4600.0
2022-09-20,1465.23,5925.33,7390.57,5,4600.0
2022-09-21,0.0,7390.57,7390.57,6,4600.0
2022-09-22,2121.63,4935.18,7056.81,4,4600.0
2022-09-23,1985.0,4918.38,6903.38,4,4600.0
2022-09-24,1985.0,4918.38,6903.38,4,4600.0
2022-09-25,1985.0,4918.38,6903.38,4,4600.0
2022-09-26,0.0,6903.38,6903.38,6,4600.0
2022-09-27,110.45,6931.0,7041.45,6,4600.0
2022-09-28,0.0,6920.16,6920.16,7,4600.0
2022-09-29,0.0,6851.28,6851.28,7,4600.0
2022-09-30,0.0,7050.54,7050.54,7,4600.0
2022-10-01,200.0,7050.54,7250.54,7,4800.0
2022-10-02,200.0,7050.54,7250.54,7,4800.0
2022-10-03,2606.89,4942.57,7549.47,5,4800.0
2022-10-04,4156.01,3534.28,7690.3,4,4800.0
2022-10-05,4156.01,3534.28,7690.3,4,4800.0
2022-10-06,5295.07,2498.77,7793.85,3,4800.0
2022-10-07,5295.07,2498.77,7793.85,3,4800.0
2022-10-08,5295.07,2498.77,7793.85,3,4800.0
2022-10-09,5295.07,2498.77,7793.85,3,4800.0
2022-10-10,5295.07,2498.77,7793.85,3,4800.0
2022-10-11,5295.07,2498.77,7793.85,3,4800.0
2022-10-12,5295.07,2498.77,7793.85,3,4800.0
2022-10-13,6462.18,1465.23,7927.42,1,4800.0
2022-10-14,6462.18,1465.23,7927.42,1,4800.0
2022-10-15,6462.18,1465.23,7927.42,1,4800.0
2022-10-16,6462.18,1465.23,7927.42,1,4800.0
2022-10-17,6462.18,1465.23,7927.42,1,4800.0
2022-10-18,6462.18,1465.23,7927.42,1,4800.0
2022-10-19,6462.18,1465.23,7927.42,1,4800.0
2022-10-20,6462.18,1465.23,7927.42,1,4800.0
2022-10-21,4876.7,3050.72,7927.42,2,4800.0
2022-10-22,4876.7,3050.72,7927.42,2,4800.0
2022-10-23,4876.7,3050.72,7927.42,2,4800.0
2022-10-24,4876.7,3050.72,7927.42,2,4800.0
2022-10-25,6620.73,1465.23,8085.96,1,4800.0
2022-10-26,5407.84,2678.13,8085.96,2,4800.0
2022-10-27,5100.57,3106.68,8207.25,2,4800.0
2022-10-28,5100.57,3106.68,8207.25,2,4800.0
2022-10-29,5100.57,3106.68,8207.25,2,4800.0
2022-10-30,5100.57,3106.68,8207.25,2,4800.0
2022-10-31,1817.67,6389.59,8207.25,4,4800.0
2022-11-01,2017.67,6389.59,8407.25,4,5000.0
2022-11-02,2017.67,6389.59,8407.25,4,5000.0
2022-11-03,2017.67,6389.59,8407.25,4,5000.0
2022-11-04,2017.67,6389.59,8407.25,4,5000.0
2022-11-05,2017.67,6389.59,8407.25,4,5000.0
2022-11-06,2017.67,6389.59,8407.25,4,5000.0
2022-11-07,2017.67,6389.59,8407.25,4,5000.0
2022-11-08,2017.67,6389.59,8407.25,4,5000.0
2022-11-09,2017.67,6389.59,8407.25,4,5000.0
2022-11-10,6182.85,2696.32,8879.17,2,5000.0
2022-11-11,7537.05,1465.23,9002.28,1,5000.0
2022-11-12,7537.05,1465.23,9002.28,1,5000.0
2022-11-13,7537.05,1465.23,9002.28,1,5000.0
2022-11-14,7537.05,1465.23,9002.28,1,5000.0
2022-11-15,7537.05,1465.23,9002.28,1,5000.0
2022-11-16,7537.05,1465.23,9002.28,1,5000.0
2022-11-17,7537.05,1465.23,9002.28,1,5000.0
2022-11-18,7537.05,1465.23,9002.28,1,5000.0
2022-11-19,7537.05,1465.23,9002.28,1,5000.0
2022-11-20,7537.05,1465.23,9002.28,1,5000.0
2022-11-21,7537.05,1465.23,9002.28,1,5000.0
2022-11-22,3936.14,5066.15,9002.28,3,5000.0
2022-11-23,2135.68,6866.6,9002.28,4,5000.0
2022-11-24,4116.18,5066.15,9182.33,3,5000.0
2022-11-25,2279.72,6902.61,9182.33,4,5000.0
2022-11-26,2279.72,6902.61,9182.33,4,5000.0
2022-11-27,2279.72,6902.61,9182.33,4,5000.0
2022-11-28,2427.07,6939.45,9366.52,4,5000.0
2022-11-29,1658.43,8106.66,9765.1,5,5000.0
2022-11-30,0.0,9960.4,9960.4,6,5000.0
2022-12-01,7658.36,3338.54,10996.89,2,5200.0
2022-12-02,9718.99,1465.23,11184.23,1,5200.0
2022-12-03,9718.99,1465.23,11184.23,1,5200.0
2022-12-04,9718.99,1465.23,11184.23,1,5200.0
2022-12-05,9718.99,1465.23,11184.23,1,5200.0
2022-12-06,9718.99,1465.23,11184.23,1,5200.0
2022-12-07,9718.99,1465.23,11184.23,1,5200.0
2022-12-08,9718.99,1465.23,11184.23,1,5200.0
2022-12-09,9718.99,1465.23,11184.23,1,5200.0
2022-12-10,9718.99,1465.23,11184.23,1,5200.0
2022-12-11,9718.99,1465.23,11184.23,1,5200.0
2022-12-12,9718.99,1465.23,11184.23,1,5200.0
2022-12-13,9718.99,1465.23,11184.23,1,5200.0
2022-12-14,9718.99,1465.23,11184.23,1,5200.0
2022-12-15,9718.99,1465.23,11184.23,1,5200.0
2022-12-16,9718.99,1465.23,11184.23,1,5200.0
2022-12-17,9718.99,1465.23,11184.23,1,5200.0
2022-12-18,9718.99,1465.23,11184.23,1,5200.0
2022-12-19,9718.99,1465.23,11184.23,1,5200.0
2022-12-20,9718.99,1465.23,11184.23,1,5200.0
2022-12-21,9718.99,1465.23,11184.23,1,5200.0
2022-12-22,2449.25,8734.98,11184.23,5,5200.0
2022-12-23,2057.8,9350.11,11407.91,5,5200.0
2022-12-24,2057.8,9350.11,11407.91,5,5200.0
2022-12-25,2057.8,9350.11,11407.91,5,5200.0
2022-12-26,2057.8,9350.11,11407.91,5,5200.0
2022-12-27,346.61,11061.3,11407.91,6,5200.0
2022-12-28,0.0,11407.91,11407.91,7,5200.0
2022-12-29,0.0,11610.33,11610.33,6,5200.0
2022-12-30,1894.58,10106.18,12000.76,5,5200.0
2022-12-31,1894.58,10106.18,12000.76,5,5200.0
2023-01-01,2094.58,10106.18,12200.76,5,5400.0
2023-01-02,2094.58,10106.18,12200.76,5,5400.0
2023-01-03,4734.75,7706.03,12440.78,4,5400.0
2023-01-04,6580.15,6028.4,12608.54,3,5400.0
2023-01-05,6580.15,6028.4,12608.54,3,5400.0
2023-01-06,8462.45,4317.21,12779.66,2,5400.0
2023-01-07,8462.45,4317.21,12779.66,2,5400.0
2023-01-08,8462.45,4317.21,12779.66,2,5400.0
2023-01-09,8462.45,4317.21,12779.66,2,5400.0
2023-01-10,8462.45,4317.21,12779.66,2,5400.0
2023-01-11,8462.45,4317.21,12779.66,2,5400.0
2023-01-12,8462.45,4317.21,12779.66,2,5400.0
2023-01-13,8462.45,4317.21,12779.66,2,5400.0
2023-01-14,8462.45,4317.21,12779.66,2,5400.0
2023-01-15,8462.45,4317.21,12779.66,2,5400.0
2023-01-16,8462.45,4317.21,12779.66,2,5400.0
2023-01-17,8462.45,4317.21,12779.66,2,5400.0
2023-01-18,8462.45,4317.21,12779.66,2,5400.0
2023-01-19,9567.97,2851.98,12419.95,1,5400.0
2023-01-20,9567.97,2851.98,12419.95,1,5400.0
2023-01-21,9567.97,2851.98,12419.95,1,5400.0
2023-01-22,9567.97,2851.98,12419.95,1,5400.0
2023-01-23,9567.97,2851.98,12419.95,1,5400.0
2023-01-24,9567.97,2851.98,12419.95,1,5400.0
2023-01-25,9567.97,2851.98,12419.95,1,5400.0
2023-01-26,7083.98,5335.97,12419.95,2,5400.0
2023-01-27,7083.98,5335.97,12419.95,2,5400.0
2023-01-28,7083.98,5335.97,12419.95,2,5400.0
2023-01-29,7083.98,5335.97,12419.95,2,5400.0
2023-01-30,2737.0,9682.95,12419.95,4,5400.0
2023-01-31,5834.24,10457.26,16291.49,4,5400.0
