system,window,starting_capital_$,monthly_deposit_$,final_capital_$,total_deposited_$,profit_$,roi_total_%,annualized_simple_roi_%,max_drawdown_%,positions,wins,losses,win_rate_%,avg_days_held,rating_breakdown
V24 Signal Engine Backtest,2003-08-01 → 2026-06-30,1800.0,200.0,2471499.52,56200.0,2415299.52,4297.69,189.86,-23.47,761,538,223,70.7,21.9,A:275; B:214; B+:206; A+:66
