ticker,rating,entry_date,exit_date,invested_$,pnl_%,pnl_$,tp_hit,days_held
JPM,B+,2013-01-30,2013-03-01,7641.4,3.98,304.13,False,30
NEU,B,2013-01-31,2013-03-04,6742.41,-1.16,-78.21,False,32
OLN,B+,2013-02-28,2013-03-25,7675.4,10.0,767.54,True,24
CVX,B,2013-02-28,2013-04-01,6772.41,2.61,176.76,False,31
AZTA,A,2013-03-26,2013-04-25,9268.57,-7.37,-683.09,False,30
COF,A,2013-04-30,2013-05-22,9207.3,10.0,920.73,True,22
FAST,B,2013-08-29,2013-09-05,7163.59,10.0,716.36,True,7
PH,B,2013-08-27,2013-09-26,7163.59,8.57,613.92,False,30
ACRE,A,2013-08-28,2013-09-27,9551.45,2.21,211.09,False,30
HAFC,A,2013-08-29,2013-09-30,9551.45,1.28,122.26,False,32
IRT,A,2014-01-30,2014-03-03,10084.17,4.96,500.18,False,32
ALB,A,2014-01-31,2014-03-03,10084.17,2.62,264.21,False,31
FAST,A,2014-01-31,2014-03-03,10084.17,6.06,611.1,False,31
UVSP,B,2014-01-31,2014-03-03,7563.13,3.83,289.67,False,31
NEM,B+,2014-03-27,2014-04-09,8922.62,10.0,892.26,True,13
FIX,B,2014-05-29,2014-06-30,8066.74,-0.57,-45.98,False,32
ODFL,B,2014-05-29,2014-06-30,8066.74,0.87,70.18,False,32
SLM,B+,2014-05-30,2014-06-30,9142.31,-2.92,-266.96,False,31
TROW,A,2014-06-25,2014-07-25,10795.66,-2.88,-310.91,False,30
HAFC,B,2014-07-25,2014-08-25,8043.69,1.83,147.2,False,31
CLB,A,2014-07-28,2014-08-27,10724.92,3.93,421.49,False,30
FAF,B,2014-07-28,2014-08-27,8043.69,2.68,215.57,False,30
T,B,2014-07-28,2014-08-27,8043.69,-2.25,-180.98,False,30
TWI,B+,2014-07-29,2014-08-28,5324.04,1.91,101.69,False,30
CACH,A+,2014-05-29,2014-09-26,13444.57,-47.75,-6419.78,False,120
FULT,B,2014-08-28,2014-09-29,8179.44,-2.62,-214.3,False,32
TDG,A,2014-08-28,2014-09-29,10905.92,-0.96,-104.7,False,32
ULTA,B+,2014-09-23,2014-10-23,9304.03,-0.16,-14.89,False,30
WSO,B+,2014-09-23,2014-10-23,9304.03,10.0,930.4,True,30
CPRT,B+,2014-09-26,2014-10-27,8212.67,3.48,285.8,False,31
BRC,B,2014-09-30,2014-10-30,7198.62,4.15,298.74,False,30
CRS,B+,2014-10-29,2014-11-28,8396.66,1.49,125.11,False,30
PTEN,B,2014-10-31,2014-12-01,7453.63,-25.0,-1863.41,False,31
CFR,B,2015-01-30,2015-02-03,7282.88,10.0,728.29,True,4
ALB,A,2015-01-30,2015-02-09,9710.51,10.0,971.05,True,10
SSP,A,2015-01-28,2015-02-24,9710.51,10.0,971.05,True,27
MSFT,A,2015-01-29,2015-03-02,9710.51,7.21,700.13,False,32
ALNY,A+,2015-01-28,2015-03-05,12138.14,15.0,1820.72,True,36
CBZ,B+,2015-02-25,2015-03-30,8741.9,4.71,411.74,False,32
BRX,B+,2015-02-26,2015-03-30,8741.9,4.36,381.15,False,31
OGS,B,2015-03-30,2015-04-29,8240.5,0.21,17.31,False,30
UE,A,2015-03-30,2015-04-29,10987.34,-3.78,-415.32,False,30
TRV,B,2015-04-24,2015-05-26,8270.5,-1.73,-143.08,False,32
KBH,B+,2015-04-28,2015-05-28,9373.24,1.08,101.23,False,30
NUE,B+,2015-04-29,2015-05-29,9305.58,-3.37,-313.6,False,30
ONB,B+,2015-04-29,2015-05-29,9305.58,1.19,110.74,False,30
UCTT,B,2015-04-29,2015-05-29,8210.8,10.0,821.08,True,30
LPLA,B,2015-05-28,2015-06-10,8234.52,10.0,823.45,True,13
MLM,A,2015-05-28,2015-06-29,10979.37,-6.27,-688.41,False,32
URI,A,2015-05-29,2015-06-29,11103.01,-5.86,-650.64,False,31
BIIB,A,2015-07-27,2015-08-05,11079.89,10.0,1107.99,True,9
AAPL,B+,2015-07-28,2015-08-24,9417.91,-25.0,-2354.48,False,27
ATI,A,2015-07-27,2015-08-26,11079.89,-16.67,-1847.02,False,30
URI,A,2015-07-27,2015-08-26,11079.89,-1.11,-122.99,False,30
MSM,B+,2015-07-28,2015-08-27,9417.91,-2.44,-229.8,False,30
QCOM,B+,2015-07-28,2015-08-27,3323.97,-7.99,-265.58,False,30
GNW,A,2015-08-24,2015-08-27,10870.59,11.06,1202.29,True,3
ATEN,B,2015-08-25,2015-08-27,8152.95,10.0,815.29,True,2
BWP,A,2015-08-26,2015-08-27,10476.59,10.0,1047.66,True,1
EXTR,B+,2015-08-28,2015-08-31,5245.83,10.0,524.58,True,3
VMC,B,2015-08-26,2015-09-03,7857.44,10.0,785.74,True,8
EXTR,A,2015-08-31,2015-09-03,5770.42,10.0,577.04,True,3
T,A,2015-08-25,2015-09-24,427.77,-3.02,-12.92,False,30
C,A,2015-08-26,2015-09-25,1855.74,-1.67,-30.99,False,30
BG,A,2015-08-27,2015-09-28,10990.56,-1.17,-128.59,False,32
BKH,A,2015-08-27,2015-09-28,10990.56,0.63,69.24,False,32
MAR,B,2015-08-27,2015-09-28,8242.92,-6.08,-501.17,False,32
TRMB,B+,2015-08-27,2015-09-28,9341.98,-12.68,-1184.56,False,32
LAYN,A,2015-12-28,2015-12-29,11170.24,10.0,1117.02,True,1
MU,B+,2015-12-28,2016-01-19,9494.7,-25.0,-2373.68,False,22
VNOM,B,2015-12-22,2016-01-21,8377.68,3.48,291.54,False,30
ZBRA,B,2015-12-22,2016-01-21,8377.68,-17.51,-1466.93,False,30
PJT,A,2015-12-28,2016-01-27,11170.24,-2.81,-313.88,False,30
SHO,B+,2015-12-29,2016-01-28,9684.6,-8.76,-848.37,False,30
OCIP,A,2015-12-30,2016-01-29,9863.32,-1.29,-127.24,False,30
MG,B,2016-01-27,2016-01-29,7995.79,10.0,799.58,True,2
MTG,A+,2016-01-27,2016-02-16,12356.77,15.99,1975.85,True,20
APPF,A,2016-01-28,2016-02-17,8836.23,10.0,883.62,True,20
APOG,B+,2016-01-29,2016-02-29,9031.97,6.08,549.14,False,31
FHN,B,2016-01-29,2016-02-29,7969.39,-5.43,-432.74,False,31
SEIC,A,2016-01-29,2016-02-29,1530.1,1.52,23.26,False,31
C,A+,2016-01-22,2016-04-22,13404.79,15.0,2010.72,True,90
ULTA,B+,2016-03-28,2016-04-27,9609.83,10.0,960.98,True,30
CVBF,B,2016-04-26,2016-05-26,8810.87,-0.29,-25.55,False,30
CP,B,2016-04-27,2016-05-27,8955.01,-9.73,-871.32,False,30
CAT,A,2016-04-28,2016-05-31,11940.02,-7.07,-844.16,False,33
WDC,A,2016-05-31,2016-06-23,11631.81,10.0,1163.18,True,23
LNG,B,2016-06-28,2016-06-29,8928.33,10.0,892.83,True,1
AEP,A,2016-05-31,2016-06-30,11631.81,9.14,1063.15,False,30
SFM,A,2016-05-31,2016-06-30,11631.81,-8.73,-1015.46,False,30
LE,B,2016-06-27,2016-07-12,8928.33,10.0,892.83,True,15
KFY,A+,2016-06-28,2016-07-12,8283.16,15.0,1242.47,True,14
JLL,B+,2016-06-23,2016-07-25,10118.78,-4.84,-489.75,False,32
TILE,A,2016-06-30,2016-07-27,12092.55,10.0,1209.26,True,27
AMP,A,2016-06-30,2016-08-01,12092.55,6.5,786.02,False,32
CAVM,A,2016-08-29,2016-09-28,12900.72,4.02,518.61,False,30
GOOD,B,2016-08-30,2016-09-29,9675.54,4.91,475.07,False,30
CSRA,A,2016-08-31,2016-09-30,12900.72,5.61,723.73,False,30
HY,A,2016-09-26,2016-09-30,12940.72,10.0,1294.07,True,4
CYH,B,2016-09-28,2016-09-30,9783.33,10.0,978.33,True,2
LE,B,2016-09-28,2016-10-28,9783.33,1.65,161.42,False,30
STAG,B+,2016-09-28,2016-10-28,10138.56,-7.67,-777.63,False,30
NAC,B,2016-09-30,2016-10-31,10304.01,-8.32,-857.29,False,31
BJRI,A+,2016-10-26,2016-11-10,17223.35,15.0,2583.5,True,15
BLK,B+,2016-10-31,2016-11-10,11461.38,10.0,1146.14,True,10
SWK,B,2016-10-28,2016-11-11,10241.58,10.0,1024.16,True,14
ITW,B+,2016-10-27,2016-11-14,11711.88,10.0,1171.19,True,18
T,A,2016-10-27,2016-11-28,9732.27,8.03,781.5,False,32
KTOS,A+,2016-11-28,2016-12-05,18581.6,15.0,2787.24,True,7
SRE,A,2016-11-29,2016-12-29,14865.28,0.13,19.32,False,30
HD,A,2016-11-30,2016-12-30,14865.28,3.66,544.07,False,30
VRA,A,2016-12-29,2017-01-04,15466.59,10.0,1546.66,True,6
VIRT,A,2016-12-21,2017-01-20,15462.73,4.13,638.61,False,30
REG,B,2016-12-22,2017-01-23,11597.04,6.11,708.58,False,32
FFKT,A,2017-01-27,2017-02-13,16194.17,10.0,1619.42,True,17
CASC,A,2017-01-31,2017-03-02,16194.17,1.2,194.33,False,30
QCOM,B,2017-01-31,2017-03-02,12145.63,5.15,625.5,False,30
VC,B,2017-03-28,2017-04-27,12571.52,7.83,984.35,False,30
STDY,A,2017-04-27,2017-04-28,13555.87,10.0,1355.59,True,1
NSM,B,2017-03-30,2017-05-01,12571.52,-0.12,-15.09,False,32
AGIO,B+,2017-04-24,2017-05-11,14281.72,10.0,1428.17,True,17
SYNT,A,2017-04-26,2017-05-22,16802.02,10.0,1680.2,True,26
CSX,A,2017-04-25,2017-05-25,16802.02,7.17,1204.71,False,30
MAT,A,2017-04-26,2017-05-26,10981.32,1.95,214.14,False,30
CORI,B+,2017-05-25,2017-05-25,15444.17,10.0,1544.42,True,0
BAC,B+,2017-04-28,2017-05-30,14679.51,-2.8,-411.03,False,32
LII,B+,2017-04-28,2017-05-30,231.95,4.39,10.18,False,32
BIVV,B,2017-05-26,2017-06-19,13890.99,10.0,1389.1,True,24
FAST,A,2017-05-26,2017-06-26,18521.32,-1.5,-277.82,False,31
BIO,B,2017-05-30,2017-06-29,13830.86,1.6,221.29,False,30
LNCE,B,2017-05-30,2017-06-29,13830.86,-5.23,-723.35,False,30
WMB,B,2017-05-30,2017-06-29,13830.86,1.19,164.59,False,30
MBI,B,2017-06-30,2017-07-14,13976.93,10.0,1397.69,True,14
TDY,B+,2017-06-29,2017-07-25,15840.53,10.0,1584.05,True,26
LE,B,2017-07-26,2017-08-01,14454.2,10.0,1445.42,True,6
FAST,A,2017-07-25,2017-08-24,19272.26,-5.18,-998.3,False,30
NAC,B,2017-07-25,2017-08-24,14454.2,0.26,37.58,False,30
SYF,B,2017-07-25,2017-08-24,14454.2,-1.68,-242.83,False,30
SLB,B+,2017-07-26,2017-08-25,16381.42,-5.33,-873.13,False,30
PII,B+,2017-08-29,2017-09-13,16308.11,10.0,1630.81,True,15
HWKN,B,2017-08-30,2017-09-15,14389.51,10.0,1438.95,True,16
SFM,B+,2017-08-29,2017-09-28,16308.11,-4.94,-805.62,False,30
MTSI,B+,2017-08-30,2017-09-29,16308.11,0.81,132.1,False,30
ULTA,A,2017-08-30,2017-09-29,19186.01,6.94,1331.51,False,30
STX,B,2017-10-31,2017-11-21,15008.67,10.0,1500.87,True,21
ITW,A,2017-10-26,2017-11-27,20011.56,1.36,272.16,False,32
T,A,2017-10-26,2017-11-27,20011.56,2.76,552.32,False,32
MAA,A,2017-10-27,2017-11-27,20011.56,3.81,762.44,False,31
MELI,B+,2017-11-29,2017-12-12,17568.75,10.0,1756.87,True,13
TEP,A,2017-11-27,2017-12-27,20669.12,6.95,1436.5,False,30
CALX,B+,2017-11-30,2018-01-02,17568.75,-15.33,-2693.29,False,33
LPG,A,2018-01-29,2018-02-01,20849.13,10.0,2084.91,True,3
HAFC,B,2018-01-26,2018-02-26,15636.85,-2.02,-315.86,False,31
NWN,B+,2018-02-28,2018-04-02,18056.5,6.51,1175.48,False,32
OGE,B+,2018-02-28,2018-04-02,18056.5,1.45,261.82,False,32
UVSP,B,2018-03-26,2018-04-25,15962.21,6.09,972.1,False,30
BKD,A+,2018-02-28,2018-05-08,26553.68,15.0,3983.05,True,68
SLB,A+,2018-03-26,2018-05-17,26603.68,15.0,3990.55,True,52
T,A,2018-07-27,2018-08-21,23519.54,10.0,2351.95,True,25
HAFC,A,2018-07-27,2018-08-27,23519.54,4.59,1079.55,False,31
WHR,B+,2018-07-27,2018-08-27,19991.61,2.19,437.82,False,31
MLM,A,2018-07-30,2018-08-29,23519.54,0.95,223.44,False,30
ITW,B,2018-07-31,2018-08-30,17639.66,-1.44,-254.01,False,30
LAD,B+,2018-07-31,2018-08-30,9407.82,-1.51,-142.06,False,30
SSP,A,2018-09-25,2018-10-22,24338.88,10.0,2433.89,True,27
RGLD,B,2018-09-27,2018-10-29,18254.16,-1.51,-275.64,False,32
APOG,A,2018-09-28,2018-10-29,24338.88,-17.23,-4193.59,False,31
GPK,A,2018-10-25,2018-11-06,7138.28,10.0,713.83,True,12
FAST,A,2018-10-24,2018-11-14,24865.66,10.0,2486.57,True,21
MMM,B,2018-10-29,2018-11-16,17978.86,10.0,1797.89,True,18
AZZ,A,2018-10-22,2018-11-21,24865.66,5.57,1385.02,False,30
BLK,A,2018-10-22,2018-11-21,24865.66,1.12,278.5,False,30
T,B,2018-10-29,2018-11-28,17978.86,3.89,699.38,False,30
TXN,A,2018-10-29,2018-11-28,2166.09,5.57,120.65,False,30
CRVS,A+,2018-12-27,2018-12-31,29380.4,15.0,4407.06,True,4
ROAD,B+,2018-12-26,2019-01-02,21715.95,10.0,2171.59,True,7
SLB,A,2018-12-21,2019-01-04,25548.18,10.0,2554.82,True,14
PWR,A,2018-12-19,2019-01-09,25548.18,10.0,2554.82,True,21
TRTX,A,2018-12-21,2019-01-22,25548.18,3.6,919.73,False,32
PTCT,B,2019-01-29,2019-01-31,21082.34,10.0,2108.23,True,2
ARLO,B,2019-02-28,2019-03-04,21428.57,10.0,2142.86,True,4
GOGO,B,2019-02-28,2019-03-11,21428.57,10.0,2142.86,True,10
CAKE,B+,2019-02-27,2019-04-01,24285.71,5.47,1328.43,False,32
GPK,B,2019-02-28,2019-04-01,21428.57,4.75,1017.86,False,31
GRBK,B,2019-03-26,2019-04-25,22101.43,-0.78,-172.39,False,30
LSCC,A,2019-05-31,2019-06-04,29983.35,10.0,2998.33,True,4
REI,B+,2019-05-30,2019-06-06,25485.85,10.0,2548.58,True,7
BCC,B,2019-05-31,2019-06-12,16490.84,10.0,1649.08,True,12
INGR,B,2019-05-28,2019-06-27,22487.51,3.17,712.85,False,30
TPR,B+,2019-05-30,2019-06-28,25485.85,10.0,2548.58,True,29
WMK,A,2019-05-30,2019-07-01,29983.35,-5.21,-1562.13,False,32
VC,B,2019-06-24,2019-07-01,23596.91,10.82,2553.19,True,7
ABBV,A,2019-06-28,2019-07-29,32114.84,-4.82,-1547.94,False,31
FIX,B+,2019-07-30,2019-08-29,27236.94,-6.51,-1773.12,False,30
ABBV,A,2019-07-31,2019-08-30,32043.46,-1.75,-560.76,False,30
MMSI,A,2019-07-31,2019-08-30,32043.46,-13.76,-4409.18,False,30
PFS,B+,2019-07-31,2019-08-30,27236.94,-0.42,-114.4,False,30
PTEN,B,2019-08-23,2019-08-30,24062.6,10.0,2406.26,True,7
CYH,A+,2019-08-29,2019-08-30,25463.82,15.0,3819.57,True,1
ASTE,B,2019-08-23,2019-09-10,17793.9,10.0,1779.39,True,18
ABBV,A,2019-08-30,2019-09-23,31957.14,10.0,3195.71,True,24
TILE,B+,2019-09-27,2019-10-21,28043.33,10.11,2835.18,True,24
CHWY,A,2019-09-24,2019-10-24,32992.16,-3.15,-1039.25,False,30
ULTA,A,2019-09-30,2019-10-30,32992.16,-2.17,-715.93,False,30
MEC,A,2019-10-31,2019-11-01,4471.75,10.0,447.18,True,1
JPM,B,2019-10-24,2019-11-25,25043.51,4.95,1239.65,False,32
AAL,B,2019-10-28,2019-11-27,25043.51,-6.61,-1655.38,False,30
AGO,B+,2019-10-29,2019-11-29,28382.64,6.48,1839.2,False,31
EXPE,A,2019-11-27,2019-12-04,23388.13,10.0,2338.81,True,7
LLY,A+,2019-10-28,2019-12-18,41739.18,15.6,6511.31,True,51
FTI,B+,2019-11-25,2019-12-23,28581.69,10.0,2858.17,True,28
SRE,B+,2019-11-25,2019-12-26,2820.4,3.35,94.48,False,31
APOG,B+,2019-12-26,2020-01-27,30653.42,2.89,885.88,False,32
HUM,B,2019-12-26,2020-01-27,27047.13,-5.86,-1584.96,False,32
VRA,A,2019-12-30,2020-01-29,36062.84,-15.02,-5416.64,False,30
EVV,B,2019-12-31,2020-01-30,27047.13,0.76,205.56,False,30
HEI,A+,2019-10-30,2020-02-27,41560.2,-13.04,-5419.45,False,120
OVV,A,2020-02-25,2020-02-27,34960.81,-25.0,-8740.2,False,2
LNG,B+,2020-02-27,2020-02-28,27309.55,10.0,2730.95,True,1
GEO,A,2020-02-28,2020-03-03,30040.5,10.0,3004.05,True,4
WMB,B+,2020-02-27,2020-03-09,27309.55,-25.0,-6827.39,False,10
BG,A,2020-02-27,2020-03-12,32128.88,-25.0,-8032.22,False,13
BPOP,B,2020-02-27,2020-03-12,24096.66,-25.66,-6183.2,False,13
KRG,B,2020-02-27,2020-03-12,6098.75,-25.0,-1524.69,False,13
R,A+,2020-02-26,2020-06-26,43701.01,-11.13,-4863.92,False,120
FOX,A,2020-06-23,2020-07-23,28922.38,-6.21,-1796.08,False,30
GMED,B,2020-06-24,2020-07-24,21691.79,3.06,663.77,False,30
TMUS,B+,2020-06-30,2020-07-30,23757.16,-0.4,-95.03,False,30
VSAT,B,2020-07-27,2020-08-07,20822.35,10.0,2082.24,True,11
EHTH,B+,2020-07-31,2020-08-10,23582.51,10.0,2358.25,True,10
SYF,B,2020-07-31,2020-08-11,20808.1,11.09,2307.62,True,11
BY,B+,2020-07-30,2020-08-12,23582.51,10.0,2358.25,True,13
T,A,2020-07-27,2020-08-26,27763.13,1.66,460.87,False,30
INFU,B+,2020-08-25,2020-08-31,25164.59,15.93,4008.72,True,6
FLXS,A+,2020-08-31,2020-09-01,29173.31,15.0,4376.0,True,1
ADM,B+,2020-08-25,2020-09-24,25164.59,1.52,382.5,False,30
ATO,B+,2020-08-26,2020-09-25,25242.94,-4.86,-1226.81,False,30
CATY,B+,2020-08-26,2020-09-25,25242.94,-17.42,-4397.32,False,30
SRE,B,2020-08-26,2020-09-25,22273.18,-5.76,-1282.94,False,30
ASX,A,2020-08-27,2020-09-28,25399.63,-0.95,-241.3,False,32
ORA,A,2020-09-23,2020-10-05,10188.42,10.0,1018.84,True,12
HIW,A,2020-09-24,2020-10-05,25547.09,10.0,2554.71,True,11
TARA,A+,2020-09-25,2020-10-05,37637.01,15.0,5645.55,True,10
PBF,A,2020-09-28,2020-10-05,30061.35,10.0,3006.13,True,7
CODI,A,2020-09-29,2020-10-08,729.77,10.0,72.98,True,9
NXRT,B,2020-09-21,2020-10-21,23560.89,2.87,676.2,False,30
GTX,B,2020-10-23,2020-10-23,24522.17,10.0,2452.22,True,0
SAFT,B,2020-09-25,2020-10-26,22582.2,3.19,720.37,False,31
GTX,A,2020-10-28,2020-10-29,33330.75,10.0,3333.07,True,1
BANC,B,2020-10-29,2020-11-02,25498.02,10.0,2549.8,True,4
CYDY,B,2020-10-26,2020-11-03,24998.06,10.0,2499.81,True,8
NXPI,B,2020-10-29,2020-11-05,25498.02,10.26,2616.1,True,7
EIG,B+,2020-10-28,2020-11-09,28331.13,10.0,2833.11,True,12
RTX,A+,2020-10-30,2020-11-09,37330.43,22.59,8432.95,True,10
HTLD,B+,2020-10-27,2020-11-27,28331.13,-0.74,-209.65,False,31
LFMD,A,2021-02-25,2021-03-03,37901.78,-25.0,-9475.45,False,6
